"Var1","Var2","Var3","modularity","partition","time","algorithm","network"
"1","0","0","0.677166497314559","1,1,1,1,2,1,1,3,1,4,1,2,1,1,2,2,1,5,6,5,5,7,6,8,5,5,7,6,6,8,8,5,1,3,4,9,7,6,6,8,8,1,8,5,5,1,3,3,3,3,4,4,4,4,4,4,3,3,3,9,9,9,9,9,9,9,9","0.000591039657592773","louvain","edit-chwiktionary.graphml"
"0.99","0.01","0","0.34297520661157","1,1,1,1,2,1,1,1,3,4,5,2,6,7,8,2,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59","0.000274181365966797","louvain","edit-chwiktionary.graphml"
"0.98","0.02","0","0.34297520661157","1,1,1,1,2,1,1,1,3,4,5,2,6,7,8,2,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59","0.000285863876342773","louvain","edit-chwiktionary.graphml"
"0.97","0.03","0","0.34297520661157","1,1,1,1,2,1,1,1,3,4,5,2,6,7,8,2,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59","0.000267982482910156","louvain","edit-chwiktionary.graphml"
"0.96","0.04","0","0.34297520661157","1,1,1,1,2,1,1,1,3,4,5,2,6,7,8,2,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59","0.000240802764892578","louvain","edit-chwiktionary.graphml"
"0.95","0.05","0","0.34297520661157","1,1,1,1,2,1,1,1,3,4,5,2,6,7,8,2,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59","0.000222921371459961","louvain","edit-chwiktionary.graphml"
"0.94","0.06","0","0.34297520661157","1,1,1,1,2,1,1,1,3,4,5,2,6,7,8,2,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59","0.000219106674194336","louvain","edit-chwiktionary.graphml"
"0.93","0.07","0","0.34297520661157","1,1,1,1,2,1,1,1,3,4,5,2,6,7,8,2,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59","0.000215053558349609","louvain","edit-chwiktionary.graphml"
"0.92","0.08","0","0.34297520661157","1,1,1,1,2,1,1,1,3,4,5,2,6,7,8,2,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59","0.000226974487304688","louvain","edit-chwiktionary.graphml"
"0.91","0.09","0","0.34297520661157","1,1,1,1,2,1,1,1,3,4,5,2,6,7,8,2,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59","0.000220060348510742","louvain","edit-chwiktionary.graphml"
"0.9","0.1","0","0.34297520661157","1,1,1,1,2,1,1,1,3,4,5,2,6,7,8,2,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59","0.000215053558349609","louvain","edit-chwiktionary.graphml"
"0.89","0.11","0","0.34297520661157","1,1,1,1,2,1,1,1,3,4,5,2,6,7,8,2,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59","0.000211000442504883","louvain","edit-chwiktionary.graphml"
"0.88","0.12","0","0.464497041420118","1,1,1,1,2,1,1,3,4,5,6,2,7,8,9,2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.000219821929931641","louvain","edit-chwiktionary.graphml"
"0.87","0.13","0","0.464497041420118","1,1,1,1,2,1,1,3,4,5,6,2,7,8,9,2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.000236988067626953","louvain","edit-chwiktionary.graphml"
"0.86","0.14","0","0.464497041420118","1,1,1,1,2,1,1,3,4,5,6,2,7,8,9,2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.000247001647949219","louvain","edit-chwiktionary.graphml"
"0.85","0.15","0","0.508888888888889","1,1,1,1,2,1,1,3,4,5,6,2,7,8,9,2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.000229120254516602","louvain","edit-chwiktionary.graphml"
"0.84","0.16","0","0.508888888888889","1,1,1,1,2,1,1,3,4,5,6,2,7,8,9,2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.000246047973632812","louvain","edit-chwiktionary.graphml"
"0.83","0.17","0","0.556640625","1,1,1,1,2,1,1,3,4,5,6,2,7,8,9,2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.000242948532104492","louvain","edit-chwiktionary.graphml"
"0.82","0.18","0","0.556640625","1,1,1,1,2,1,1,3,4,5,6,2,7,8,9,2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.000233888626098633","louvain","edit-chwiktionary.graphml"
"0.81","0.19","0","0.556640625","1,1,1,1,2,1,1,3,4,5,6,2,7,8,9,2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.000307083129882812","louvain","edit-chwiktionary.graphml"
"0.8","0.2","0","0.595679012345679","1,2,1,1,3,1,1,4,5,6,7,3,8,9,10,3,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61","0.000241994857788086","louvain","edit-chwiktionary.graphml"
"0.79","0.21","0","0.595679012345679","1,2,1,1,3,1,1,4,5,6,7,3,8,9,10,3,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61","0.000226020812988281","louvain","edit-chwiktionary.graphml"
"0.78","0.22","0","0.595679012345679","1,2,1,1,3,1,1,4,5,6,7,3,8,9,10,3,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61","0.00021815299987793","louvain","edit-chwiktionary.graphml"
"0.77","0.23","0","0.64","1,2,1,1,3,1,1,4,5,6,7,3,8,9,10,3,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61","0.000225067138671875","louvain","edit-chwiktionary.graphml"
"0.76","0.24","0","0.63375","1,1,1,1,2,1,1,3,4,5,6,2,7,8,9,2,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.000223875045776367","louvain","edit-chwiktionary.graphml"
"0.75","0.25","0","0.644770408163265","1,2,1,3,4,1,1,5,6,7,8,4,9,10,11,4,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,7,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61","0.000226020812988281","louvain","edit-chwiktionary.graphml"
"0.74","0.26","0","0.644132653061224","1,1,1,2,3,1,1,4,5,6,7,3,8,9,10,3,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,6,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.000230073928833008","louvain","edit-chwiktionary.graphml"
"0.73","0.27","0","0.639030612244898","1,2,1,1,3,2,1,4,5,6,7,3,8,9,10,3,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,6,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.000221014022827148","louvain","edit-chwiktionary.graphml"
"0.72","0.28","0","0.644770408163265","1,2,3,4,5,1,1,6,7,8,1,5,9,10,11,5,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,8,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61","0.00023198127746582","louvain","edit-chwiktionary.graphml"
"0.71","0.29","0","0.649444444444444","1,1,2,1,3,4,1,5,6,7,8,3,9,10,11,3,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,7,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61","0.000250101089477539","louvain","edit-chwiktionary.graphml"
"0.7","0.3","0","0.644444444444444","1,1,2,3,4,1,1,5,6,7,3,4,8,9,10,4,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,7,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60","0.0002288818359375","louvain","edit-chwiktionary.graphml"
"0.69","0.31","0","0.649444444444444","1,1,2,3,4,5,1,6,7,8,1,4,9,10,11,4,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,8,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61","0.000242948532104492","louvain","edit-chwiktionary.graphml"
"0.68","0.32","0","0.649444444444444","1,1,1,2,3,4,1,5,6,7,8,3,9,10,11,3,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,7,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61","0.000231027603149414","louvain","edit-chwiktionary.graphml"
"0.67","0.33","0","0.649444444444444","1,2,3,1,4,5,1,6,7,8,1,4,9,10,11,4,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,8,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61","0.000220775604248047","louvain","edit-chwiktionary.graphml"
